g,season,opp,w/l,tm,opp_score,fg,fga,fg_percentage,three_points,three_point_attempts,three_point_percentage,ft,fta,free_throw_percentage,orb,trb,ast,stl,blk,tov,pf,drb,two_point_percentage
18,2017-18,DAL,W,110,102,38,84,0.452,13,36,0.361,21,26,0.808,5,53,24,8,4,17,24,48,0.521
17,2017-18,ATL,W,110,99,39,82,0.476,16,34,0.471,16,20,0.8,9,41,21,9,6,15,22,32,0.479
16,2017-18,GSW,W,92,88,26,79,0.329,7,32,0.219,33,38,0.868,7,52,15,8,5,15,15,45,0.404
15,2017-18,BRK,W,109,102,39,86,0.453,9,27,0.333,22,27,0.815,9,49,15,8,3,14,14,40,0.508
14,2017-18,TOR,W,95,94,35,87,0.402,10,26,0.385,15,19,0.789,15,46,24,9,2,14,18,31,0.41
13,2017-18,CHO,W,90,87,30,84,0.357,9,31,0.29,21,25,0.84,9,49,15,6,5,13,26,40,0.396
12,2017-18,LAL,W,107,96,38,98,0.388,7,29,0.241,24,31,0.774,16,48,20,8,6,13,20,32,0.449
11,2017-18,ATL,W,110,107,39,81,0.481,14,36,0.389,18,22,0.818,7,42,28,3,3,13,21,35,0.556
10,2017-18,ORL,W,104,88,39,89,0.438,11,33,0.333,15,20,0.75,9,54,26,10,1,13,21,45,0.5
9,2017-18,OKC,W,101,94,36,84,0.429,13,28,0.464,16,24,0.667,11,49,23,6,2,10,14,38,0.411
8,2017-18,SAC,W,113,86,40,82,0.488,17,41,0.415,16,19,0.842,16,52,30,10,3,16,19,36,0.561
7,2017-18,SAS,W,108,94,42,88,0.477,11,31,0.355,13,16,0.813,15,54,24,10,6,13,22,39,0.544
6,2017-18,MIA,W,96,90,34,81,0.42,6,23,0.261,22,26,0.846,11,41,15,11,5,12,14,30,0.483
5,2017-18,MIL,W,96,89,33,78,0.423,11,30,0.367,19,22,0.864,6,45,21,7,4,15,14,39,0.458
4,2017-18,NYK,W,110,89,37,75,0.493,14,29,0.483,22,27,0.815,5,41,26,11,7,12,24,36,0.5
3,2017-18,PHI,W,102,92,35,84,0.417,10,29,0.345,22,32,0.688,14,55,16,4,5,19,24,41,0.455
2,2017-18,MIL,L,100,108,39,91,0.429,11,28,0.393,11,21,0.524,11,43,23,12,2,12,27,32,0.444
1,2017-18,CLE,L,99,102,36,88,0.409,8,32,0.25,19,25,0.76,9,46,24,11,4,10,24,37,0.5
82,2016-17,MIL,W,112,94,41,91,0.451,12,37,0.324,18,26,0.692,11,46,31,12,3,8,17,35,0.537
81,2016-17,BRK,W,114,105,41,91,0.451,14,38,0.368,18,21,0.857,9,51,31,7,4,13,23,42,0.509
80,2016-17,CHO,W,121,114,45,87,0.517,17,39,0.436,14,17,0.824,5,43,35,2,5,9,19,38,0.583
79,2016-17,ATL,L,116,123,37,90,0.411,15,43,0.349,27,34,0.794,10,38,28,9,4,12,29,28,0.468
78,2016-17,CLE,L,91,114,33,81,0.407,7,33,0.212,18,29,0.621,8,38,21,6,4,12,18,30,0.542
77,2016-17,NYK,W,110,94,40,72,0.556,12,37,0.324,18,26,0.692,5,41,22,8,3,17,25,36,0.8
76,2016-17,ORL,W,117,116,38,84,0.452,12,33,0.364,29,34,0.853,5,45,27,6,5,11,18,40,0.51
75,2016-17,MIL,L,100,103,35,88,0.398,12,37,0.324,18,23,0.783,15,42,24,8,3,16,18,27,0.451
74,2016-17,MIA,W,112,108,41,77,0.532,8,24,0.333,22,25,0.88,8,35,32,8,3,16,19,27,0.623
73,2016-17,PHO,W,130,120,44,94,0.468,14,41,0.341,28,35,0.8,12,50,31,8,5,15,32,38,0.566
72,2016-17,IND,W,109,100,43,84,0.512,11,27,0.407,12,14,0.857,10,43,27,5,2,16,17,33,0.561
71,2016-17,WAS,W,110,102,40,93,0.43,10,33,0.303,20,28,0.714,19,53,19,10,6,13,24,34,0.5
70,2016-17,PHI,L,99,105,34,84,0.405,6,29,0.207,25,29,0.862,8,41,27,8,5,17,15,33,0.509
69,2016-17,BRK,W,98,95,34,85,0.4,7,29,0.241,23,29,0.793,8,51,20,7,6,12,23,43,0.482
68,2016-17,MIN,W,117,104,43,79,0.544,13,33,0.394,18,21,0.857,5,37,34,2,5,10,16,32,0.652
67,2016-17,CHI,W,100,80,40,86,0.465,16,37,0.432,4,4,1.0,12,51,22,14,5,21,14,39,0.49
66,2016-17,DEN,L,99,119,34,81,0.42,12,33,0.364,19,23,0.826,9,34,19,11,2,18,23,25,0.458
65,2016-17,GSW,W,99,86,37,84,0.44,10,29,0.345,15,19,0.789,9,45,28,12,1,12,10,36,0.491
64,2016-17,LAC,L,102,116,34,83,0.41,10,35,0.286,24,29,0.828,7,37,22,9,2,11,31,30,0.5
63,2016-17,PHO,L,106,109,32,85,0.376,13,37,0.351,29,40,0.725,14,54,19,6,6,12,28,40,0.396
62,2016-17,LAL,W,115,95,43,84,0.512,10,33,0.303,19,25,0.76,6,46,30,7,2,18,17,40,0.647
61,2016-17,CLE,W,103,99,36,78,0.462,13,31,0.419,18,23,0.783,8,47,28,4,6,12,21,39,0.489
60,2016-17,ATL,L,98,114,34,87,0.391,10,34,0.294,20,25,0.8,9,40,21,9,7,18,20,31,0.453
59,2016-17,DET,W,104,98,34,85,0.4,12,35,0.343,24,30,0.8,9,52,22,9,1,14,26,43,0.44
58,2016-17,TOR,L,97,107,33,78,0.423,12,38,0.316,19,22,0.864,7,36,19,4,3,11,21,29,0.525
57,2016-17,CHI,L,103,104,36,77,0.468,14,37,0.378,17,20,0.85,4,31,24,2,4,7,18,27,0.55
56,2016-17,PHI,W,116,108,38,80,0.475,13,28,0.464,27,36,0.75,6,39,21,13,4,22,18,33,0.481
55,2016-17,DAL,W,111,98,40,81,0.494,16,34,0.471,15,18,0.833,7,41,28,5,3,12,25,34,0.511
54,2016-17,UTA,W,112,104,42,71,0.592,13,30,0.433,15,23,0.652,3,37,20,6,4,16,24,34,0.707
53,2016-17,POR,W,120,111,44,91,0.484,10,30,0.333,22,27,0.815,14,43,23,8,1,8,21,29,0.557
52,2016-17,SAC,L,92,108,29,73,0.397,10,32,0.313,24,27,0.889,7,39,18,8,2,17,19,32,0.463
51,2016-17,LAC,W,107,102,37,88,0.42,16,52,0.308,17,20,0.85,9,45,24,9,3,11,21,36,0.583
50,2016-17,LAL,W,113,107,39,82,0.476,13,35,0.371,22,28,0.786,7,47,28,8,1,16,19,40,0.553
49,2016-17,TOR,W,109,104,36,87,0.414,12,36,0.333,25,30,0.833,12,39,24,6,2,9,21,27,0.471
48,2016-17,DET,W,113,109,36,82,0.439,13,32,0.406,28,33,0.848,6,44,23,6,5,9,18,38,0.46
47,2016-17,MIL,W,112,108,37,89,0.416,14,41,0.341,24,30,0.8,9,44,26,6,7,13,23,35,0.479
46,2016-17,ORL,W,128,98,50,89,0.562,16,34,0.471,12,15,0.8,7,47,39,8,5,10,17,40,0.618
45,2016-17,HOU,W,120,109,47,91,0.516,11,32,0.344,15,16,0.938,12,48,33,10,3,18,27,36,0.61
44,2016-17,WAS,L,108,123,38,84,0.452,10,33,0.303,22,24,0.917,8,32,24,10,3,13,20,24,0.549
43,2016-17,POR,L,123,127,42,92,0.457,13,35,0.371,26,31,0.839,14,47,26,6,2,21,29,33,0.509
42,2016-17,NYK,L,106,117,35,91,0.385,9,33,0.273,27,29,0.931,9,33,25,8,8,3,15,24,0.448
41,2016-17,CHO,W,108,98,42,84,0.5,15,39,0.385,9,10,0.9,8,44,29,6,3,12,11,36,0.6
40,2016-17,ATL,W,103,101,36,83,0.434,17,44,0.386,14,19,0.737,9,43,22,7,3,12,16,34,0.487
39,2016-17,WAS,W,117,108,43,85,0.506,17,41,0.415,14,18,0.778,10,45,20,5,7,14,10,35,0.591
38,2016-17,TOR,L,106,114,40,85,0.471,9,27,0.333,17,20,0.85,6,33,21,7,3,14,20,27,0.534
37,2016-17,NOP,W,117,108,40,93,0.43,18,36,0.5,19,21,0.905,15,47,26,6,5,10,22,32,0.386
36,2016-17,PHI,W,110,106,35,87,0.402,19,40,0.475,21,25,0.84,12,42,28,6,11,17,22,30,0.34
35,2016-17,UTA,W,115,104,41,74,0.554,17,31,0.548,16,17,0.941,4,32,31,5,6,13,22,28,0.558
34,2016-17,MIA,W,117,114,38,74,0.514,17,32,0.531,24,29,0.828,5,30,28,6,2,13,11,25,0.5
33,2016-17,CLE,L,118,124,43,85,0.506,12,37,0.324,20,21,0.952,6,29,26,15,4,11,23,23,0.646
32,2016-17,MEM,W,113,103,41,85,0.482,12,31,0.387,19,21,0.905,14,47,30,6,7,17,24,33,0.537
31,2016-17,NYK,W,119,114,45,93,0.484,14,36,0.389,15,20,0.75,12,39,25,10,2,5,20,27,0.544
30,2016-17,OKC,L,112,117,41,93,0.441,9,28,0.321,21,26,0.808,10,39,29,8,2,12,29,29,0.492
29,2016-17,IND,W,109,102,38,92,0.413,10,39,0.256,23,27,0.852,9,44,19,10,2,10,27,35,0.528
28,2016-17,MEM,W,112,109,33,81,0.407,12,37,0.324,34,38,0.895,8,41,22,7,5,11,22,33,0.477
27,2016-17,MIA,W,105,95,41,90,0.456,9,28,0.321,14,19,0.737,11,37,21,13,2,11,16,26,0.516
26,2016-17,CHO,W,96,88,34,78,0.436,9,28,0.321,19,26,0.731,5,46,26,7,8,13,15,41,0.5
25,2016-17,SAS,L,101,108,37,84,0.44,10,31,0.323,17,20,0.85,8,35,25,12,3,12,13,27,0.509
24,2016-17,OKC,L,96,99,40,90,0.444,11,32,0.344,5,8,0.625,12,40,28,9,4,13,22,28,0.5
23,2016-17,TOR,L,94,101,31,83,0.373,17,42,0.405,15,22,0.682,8,46,24,5,4,13,18,38,0.341
22,2016-17,ORL,W,117,87,43,84,0.512,7,26,0.269,24,29,0.828,11,49,29,7,4,10,19,38,0.621
21,2016-17,HOU,L,106,107,42,99,0.424,11,32,0.344,11,12,0.917,10,42,27,7,4,11,20,32,0.463
20,2016-17,PHI,W,107,106,38,76,0.5,8,26,0.308,23,29,0.793,6,37,22,5,3,10,21,31,0.6
19,2016-17,SAC,W,97,92,36,88,0.409,11,28,0.393,14,15,0.933,11,45,25,10,9,13,22,34,0.417
18,2016-17,DET,L,114,121,40,91,0.44,15,42,0.357,19,20,0.95,9,33,26,6,3,5,17,24,0.51
17,2016-17,MIA,W,112,104,40,83,0.482,11,27,0.407,21,26,0.808,6,40,26,4,3,9,27,34,0.518
16,2016-17,SAS,L,103,109,42,91,0.462,12,34,0.353,7,9,0.778,8,36,32,8,4,10,21,28,0.526
15,2016-17,BRK,W,111,92,45,98,0.459,15,38,0.395,6,8,0.75,12,51,26,13,6,13,22,39,0.5
14,2016-17,MIN,W,99,93,38,84,0.452,12,38,0.316,11,14,0.786,6,39,20,5,4,11,21,33,0.565
13,2016-17,DET,W,94,92,33,82,0.402,12,31,0.387,16,17,0.941,9,46,22,3,7,8,13,37,0.412
12,2016-17,GSW,L,88,104,31,83,0.373,11,32,0.344,15,19,0.789,7,43,19,6,3,13,12,36,0.392
11,2016-17,DAL,W,90,83,33,76,0.434,7,21,0.333,17,23,0.739,13,53,18,6,3,19,17,40,0.473
10,2016-17,NOP,L,105,106,38,95,0.4,12,41,0.293,17,20,0.85,11,44,19,9,0,10,27,33,0.481
9,2016-17,IND,W,105,99,35,80,0.438,8,25,0.32,27,33,0.818,15,47,22,7,7,13,21,32,0.491
8,2016-17,NYK,W,115,87,35,90,0.389,11,27,0.407,34,43,0.791,19,53,23,16,3,15,18,34,0.381
7,2016-17,WAS,L,93,118,35,81,0.432,10,31,0.323,13,22,0.591,7,31,21,5,4,11,19,24,0.5
6,2016-17,DEN,L,107,123,41,90,0.456,8,25,0.32,17,21,0.81,11,39,31,3,4,11,24,28,0.508
5,2016-17,CLE,L,122,128,46,96,0.479,11,32,0.344,19,22,0.864,10,39,25,4,6,8,28,29,0.547
4,2016-17,CHI,W,107,100,41,87,0.471,14,32,0.438,11,17,0.647,10,39,28,10,4,12,24,29,0.491
3,2016-17,CHO,W,104,98,39,81,0.481,15,31,0.484,11,17,0.647,4,42,25,4,6,13,26,38,0.48
2,2016-17,CHI,L,99,105,38,76,0.5,8,23,0.348,15,24,0.625,3,36,22,6,6,11,25,33,0.566
1,2016-17,BRK,W,122,117,48,89,0.539,11,32,0.344,15,18,0.833,12,47,36,13,9,19,20,35,0.649
82,2015-16,MIA,W,98,88,37,86,0.43,5,14,0.357,19,22,0.864,10,39,20,7,3,7,20,29,0.444
81,2015-16,CHO,L,100,114,34,89,0.382,8,24,0.333,24,29,0.828,13,46,17,6,1,12,17,33,0.4
80,2015-16,ATL,L,107,118,40,90,0.444,11,28,0.393,16,24,0.667,10,40,26,10,6,15,21,30,0.468
79,2015-16,MIL,W,124,109,44,78,0.564,6,14,0.429,30,38,0.789,4,34,35,6,9,14,23,30,0.594
78,2015-16,NOP,W,104,97,36,87,0.414,10,34,0.294,22,27,0.815,8,41,24,10,7,9,20,33,0.491
77,2015-16,LAL,W,107,100,41,91,0.451,8,30,0.267,17,22,0.773,9,50,30,8,1,12,25,41,0.541
76,2015-16,GSW,W,109,106,41,87,0.471,8,23,0.348,19,30,0.633,11,44,28,10,1,14,14,33,0.516
75,2015-16,POR,L,109,116,37,88,0.42,9,24,0.375,26,34,0.765,16,48,20,12,6,15,25,32,0.438
74,2015-16,LAC,L,90,114,31,89,0.348,7,19,0.368,21,27,0.778,18,49,14,7,4,16,17,31,0.343
73,2015-16,PHO,W,102,99,35,84,0.417,8,29,0.276,24,27,0.889,17,49,14,7,3,19,23,32,0.491
72,2015-16,TOR,W,91,79,35,80,0.438,8,20,0.4,13,21,0.619,7,48,24,5,5,8,18,41,0.45
71,2015-16,ORL,W,107,96,40,85,0.471,7,22,0.318,20,24,0.833,9,46,22,8,6,14,16,37,0.524
70,2015-16,PHI,W,120,105,46,94,0.489,10,25,0.4,18,21,0.857,14,53,28,8,3,13,24,39,0.522
69,2015-16,TOR,L,91,105,36,82,0.439,9,21,0.429,10,12,0.833,7,37,18,8,3,15,18,30,0.443
68,2015-16,OKC,L,109,130,40,93,0.43,5,19,0.263,24,27,0.889,16,42,17,4,4,11,22,26,0.473
67,2015-16,IND,L,98,103,36,94,0.383,8,31,0.258,18,22,0.818,17,50,23,6,3,13,21,33,0.444
66,2015-16,HOU,L,98,102,34,91,0.374,8,31,0.258,22,28,0.786,14,45,24,14,3,14,17,31,0.433
65,2015-16,MEM,W,116,96,41,87,0.471,15,32,0.469,19,24,0.792,7,38,26,9,7,13,27,31,0.473
64,2015-16,CLE,L,103,120,37,80,0.463,10,23,0.435,19,27,0.704,10,37,17,8,1,14,22,27,0.474
63,2015-16,NYK,W,105,104,41,90,0.456,4,20,0.2,19,25,0.76,13,51,20,8,2,8,14,38,0.529
62,2015-16,POR,W,116,93,43,107,0.402,7,26,0.269,23,24,0.958,19,57,20,9,8,5,16,38,0.444
61,2015-16,UTA,W,100,95,37,84,0.44,6,18,0.333,20,29,0.69,11,47,27,6,13,9,18,36,0.47
60,2015-16,MIA,W,101,89,39,96,0.406,5,16,0.313,18,22,0.818,12,48,26,12,6,11,19,36,0.425
59,2015-16,MIL,W,112,107,41,84,0.488,5,23,0.217,25,33,0.758,9,42,21,9,3,16,21,33,0.59
58,2015-16,MIN,L,122,124,49,101,0.485,10,28,0.357,14,17,0.824,10,38,33,13,2,11,27,28,0.534
57,2015-16,DEN,W,121,101,47,97,0.485,10,32,0.313,17,20,0.85,15,48,32,11,2,17,25,33,0.569
56,2015-16,UTA,L,93,111,30,81,0.37,7,25,0.28,26,36,0.722,8,34,18,8,3,7,31,26,0.411
55,2015-16,LAC,W,139,134,47,95,0.495,13,33,0.394,32,37,0.865,8,43,34,5,2,10,33,35,0.548
54,2015-16,MIL,L,111,112,39,84,0.464,10,29,0.345,23,24,0.958,13,44,28,11,2,18,23,31,0.527
53,2015-16,SAC,W,128,119,51,91,0.56,13,24,0.542,13,15,0.867,12,49,34,9,5,24,19,37,0.567
52,2015-16,CLE,W,104,103,38,88,0.432,7,20,0.35,21,25,0.84,11,49,21,6,5,15,27,38,0.456
51,2015-16,DET,W,102,95,42,96,0.438,7,21,0.333,11,13,0.846,6,49,28,8,7,10,24,43,0.467
50,2015-16,NYK,W,97,89,40,90,0.444,3,19,0.158,14,17,0.824,12,45,20,9,2,10,24,33,0.521
49,2015-16,ORL,L,114,119,39,93,0.419,16,46,0.348,20,25,0.8,13,41,17,9,2,10,22,28,0.489
48,2015-16,ORL,W,113,94,43,86,0.5,10,24,0.417,17,21,0.81,8,46,28,8,6,12,20,38,0.532
47,2015-16,DEN,W,111,103,41,96,0.427,9,28,0.321,20,24,0.833,14,48,29,15,5,11,24,34,0.471
46,2015-16,WAS,W,116,91,44,90,0.489,9,22,0.409,19,23,0.826,7,43,31,12,1,10,23,36,0.515
45,2015-16,PHI,W,112,92,43,97,0.443,11,25,0.44,15,19,0.789,15,51,29,14,2,16,17,36,0.444
44,2015-16,CHI,W,110,101,43,96,0.448,8,23,0.348,16,21,0.762,16,46,26,14,6,12,22,30,0.479
43,2015-16,TOR,L,109,115,43,85,0.506,12,26,0.462,11,15,0.733,8,33,30,8,1,14,19,25,0.525
42,2015-16,DAL,L,113,118,40,94,0.426,12,30,0.4,21,26,0.808,13,49,24,9,3,12,30,36,0.438
41,2015-16,WAS,W,119,117,39,88,0.443,9,29,0.31,32,36,0.889,17,47,27,7,3,16,25,30,0.508
40,2015-16,PHO,W,117,103,42,96,0.438,14,30,0.467,19,29,0.655,17,56,30,12,5,12,19,39,0.424
39,2015-16,IND,W,103,94,40,90,0.444,9,26,0.346,14,20,0.7,14,49,24,7,2,19,18,35,0.484
38,2015-16,NYK,L,114,120,42,86,0.488,9,29,0.31,21,26,0.808,7,42,25,5,4,9,20,35,0.579
37,2015-16,MEM,L,98,101,37,88,0.42,7,22,0.318,17,23,0.739,11,39,22,17,4,16,28,28,0.455
36,2015-16,CHI,L,92,101,35,98,0.357,5,25,0.2,17,22,0.773,15,51,17,11,3,11,19,36,0.411
35,2015-16,DET,L,94,99,34,91,0.374,6,28,0.214,20,27,0.741,13,39,23,5,5,10,28,26,0.444
34,2015-16,BRK,W,103,94,41,92,0.446,6,21,0.286,15,19,0.789,12,48,22,10,5,7,21,36,0.493
33,2015-16,BRK,L,97,100,34,88,0.386,7,32,0.219,22,28,0.786,16,51,17,8,4,14,24,35,0.482
32,2015-16,LAL,L,104,112,38,88,0.432,7,27,0.259,21,25,0.84,9,45,23,7,5,10,20,36,0.508
31,2015-16,NYK,W,100,91,36,85,0.424,8,20,0.4,20,29,0.69,12,51,18,5,4,10,24,39,0.431
30,2015-16,DET,W,99,93,39,84,0.464,4,23,0.174,17,23,0.739,11,47,20,6,1,14,24,36,0.574
29,2015-16,CHO,W,102,89,36,85,0.424,7,29,0.241,23,26,0.885,10,49,25,9,4,13,23,39,0.518
28,2015-16,MIN,W,113,99,46,89,0.517,12,25,0.48,9,16,0.563,12,50,34,6,9,16,22,38,0.531
27,2015-16,ATL,L,101,109,34,77,0.442,10,23,0.435,23,31,0.742,6,43,19,5,2,21,25,37,0.444
26,2015-16,DET,L,116,119,43,89,0.483,10,25,0.4,20,24,0.833,10,44,17,4,2,18,35,34,0.516
25,2015-16,CLE,L,77,89,28,87,0.322,9,32,0.281,12,14,0.857,12,41,18,6,6,10,11,29,0.345
24,2015-16,CHO,W,98,93,40,96,0.417,9,25,0.36,9,10,0.9,3,42,26,5,5,5,13,39,0.437
23,2015-16,GSW,L,119,124,49,114,0.43,12,33,0.364,9,16,0.563,11,51,32,7,9,15,30,40,0.457
22,2015-16,CHI,W,105,100,38,92,0.413,5,23,0.217,24,28,0.857,13,45,22,10,4,12,22,32,0.478
21,2015-16,NOP,W,111,93,40,81,0.494,12,28,0.429,19,24,0.792,10,46,24,8,8,17,18,36,0.528
20,2015-16,SAS,L,105,108,39,86,0.453,12,29,0.414,15,22,0.682,11,39,22,9,3,14,22,28,0.474
19,2015-16,SAC,W,114,97,40,84,0.476,14,33,0.424,20,24,0.833,6,40,34,14,5,16,32,34,0.51
18,2015-16,MIA,W,105,95,38,80,0.475,8,20,0.4,21,25,0.84,12,40,23,15,3,15,21,28,0.5
17,2015-16,ORL,L,91,110,36,88,0.409,5,27,0.185,14,20,0.7,9,34,28,7,6,11,16,25,0.508
16,2015-16,WAS,W,111,78,42,97,0.433,12,33,0.364,15,19,0.789,19,58,28,11,7,15,15,39,0.469
15,2015-16,PHI,W,84,80,31,91,0.341,9,29,0.31,13,18,0.722,11,54,18,7,6,16,12,43,0.355
14,2015-16,ATL,L,97,121,34,82,0.415,9,21,0.429,20,26,0.769,10,33,23,14,2,16,19,23,0.41
13,2015-16,BRK,L,101,111,35,82,0.427,14,37,0.378,17,21,0.81,10,35,19,9,2,17,28,25,0.467
12,2015-16,BRK,W,120,95,51,87,0.586,10,29,0.345,8,10,0.8,7,41,39,10,4,16,19,34,0.707
11,2015-16,DAL,L,102,106,38,92,0.413,8,26,0.308,18,24,0.75,14,43,22,12,1,14,28,29,0.455
10,2015-16,HOU,W,111,95,44,93,0.473,11,36,0.306,12,17,0.706,16,49,27,16,3,19,22,33,0.579
9,2015-16,OKC,W,100,85,39,82,0.476,9,23,0.391,13,20,0.65,12,47,25,12,7,18,26,35,0.508
8,2015-16,ATL,W,106,93,42,103,0.408,11,33,0.333,11,12,0.917,17,50,27,10,7,10,18,33,0.443
7,2015-16,IND,L,91,102,32,77,0.416,4,24,0.167,23,32,0.719,8,36,18,10,3,18,26,28,0.528
6,2015-16,MIL,W,99,83,38,86,0.442,7,30,0.233,16,19,0.842,14,45,21,11,6,12,18,31,0.554
5,2015-16,WAS,W,118,98,44,97,0.454,12,30,0.4,18,23,0.783,15,53,24,18,5,17,21,38,0.478
4,2015-16,IND,L,98,100,35,83,0.422,10,27,0.37,18,22,0.818,15,49,20,7,5,19,22,34,0.446
3,2015-16,SAS,L,87,95,35,98,0.357,6,29,0.207,11,14,0.786,16,45,21,10,5,16,23,29,0.42
2,2015-16,TOR,L,103,113,32,85,0.376,7,26,0.269,32,41,0.78,7,38,23,14,3,17,28,31,0.424
1,2015-16,PHI,W,112,95,39,85,0.459,8,24,0.333,26,27,0.963,10,41,31,10,7,17,23,31,0.508
82,2014-15,MIL,W,105,100,42,85,0.494,13,30,0.433,8,14,0.571,8,38,37,9,5,16,16,30,0.527
81,2014-15,TOR,W,95,93,38,99,0.384,6,27,0.222,13,15,0.867,17,50,24,7,6,14,19,33,0.444
80,2014-15,CLE,W,117,78,46,84,0.548,10,24,0.417,15,22,0.682,6,38,29,20,1,7,22,32,0.6
79,2014-15,CLE,W,99,90,38,84,0.452,8,22,0.364,15,21,0.714,11,43,30,11,2,14,24,32,0.484
78,2014-15,DET,W,113,103,36,80,0.45,8,28,0.286,33,34,0.971,10,37,20,12,2,11,15,27,0.538
77,2014-15,TOR,W,117,116,47,97,0.485,8,26,0.308,15,22,0.682,12,44,26,10,4,15,28,32,0.549
76,2014-15,MIL,L,101,110,39,88,0.443,8,24,0.333,15,16,0.938,9,41,19,7,2,16,20,32,0.484
75,2014-15,IND,W,100,87,39,86,0.453,6,27,0.222,16,18,0.889,7,46,29,9,2,10,23,39,0.559
74,2014-15,CHO,W,116,104,45,89,0.506,9,26,0.346,17,23,0.739,13,42,28,7,1,7,21,29,0.571
73,2014-15,LAC,L,106,119,39,93,0.419,8,31,0.258,20,23,0.87,9,40,29,8,1,10,32,31,0.5
72,2014-15,NYK,W,96,92,29,69,0.42,4,20,0.2,34,43,0.791,9,44,18,6,1,16,17,35,0.51
71,2014-15,MIA,L,86,93,28,69,0.406,5,19,0.263,25,37,0.676,10,43,16,8,4,16,25,33,0.46
70,2014-15,BRK,W,110,91,47,92,0.511,6,22,0.273,10,14,0.714,8,47,25,7,4,9,21,39,0.586
69,2014-15,DET,L,97,105,38,105,0.362,8,27,0.296,13,17,0.765,18,59,24,7,5,13,23,41,0.385
68,2014-15,SAS,L,89,101,35,88,0.398,5,20,0.25,14,20,0.7,14,47,19,10,2,15,19,33,0.441
67,2014-15,OKC,L,118,122,44,84,0.524,13,34,0.382,17,28,0.607,11,39,32,10,5,20,28,28,0.62
66,2014-15,PHI,W,108,89,44,88,0.5,8,20,0.4,12,15,0.8,5,42,27,7,3,11,21,37,0.529
65,2014-15,IND,W,93,89,35,83,0.422,8,28,0.286,15,21,0.714,9,47,28,7,4,11,18,38,0.491
64,2014-15,ORL,W,95,88,37,86,0.43,10,26,0.385,11,20,0.55,10,47,19,7,4,16,23,37,0.45
63,2014-15,MEM,W,95,92,37,85,0.435,8,27,0.296,13,17,0.765,12,36,28,11,5,16,16,24,0.5
62,2014-15,MIA,W,100,90,39,87,0.448,6,25,0.24,16,17,0.941,16,43,17,7,2,9,25,27,0.532
61,2014-15,ORL,L,98,103,35,89,0.393,15,34,0.441,13,16,0.813,18,48,24,9,3,14,23,30,0.364
60,2014-15,NOP,W,104,98,36,79,0.456,10,23,0.435,22,25,0.88,7,37,19,8,1,11,17,30,0.464
59,2014-15,UTA,W,85,84,33,88,0.375,8,27,0.296,11,20,0.55,12,39,21,5,3,3,20,27,0.41
58,2014-15,CLE,L,79,110,31,88,0.352,7,28,0.25,10,13,0.769,11,42,23,4,3,14,21,31,0.4
57,2014-15,GSW,L,101,106,40,109,0.367,8,31,0.258,13,17,0.765,21,60,21,4,3,8,17,39,0.41
56,2014-15,CHO,W,106,98,40,96,0.417,14,35,0.4,12,15,0.8,14,47,24,8,5,8,15,33,0.426
55,2014-15,NYK,W,115,94,42,83,0.506,14,31,0.452,17,20,0.85,8,46,29,6,1,13,26,38,0.538
54,2014-15,PHO,W,115,110,39,89,0.438,14,29,0.483,23,30,0.767,9,42,26,13,1,15,14,33,0.417
53,2014-15,LAL,L,111,118,42,98,0.429,8,33,0.242,19,27,0.704,13,48,27,9,5,16,31,35,0.523
52,2014-15,SAC,L,101,109,40,100,0.4,6,22,0.273,15,26,0.577,19,40,24,14,3,11,23,21,0.436
51,2014-15,ATL,W,89,88,30,93,0.323,10,31,0.323,19,20,0.95,16,56,21,7,4,10,23,40,0.323
50,2014-15,MIL,L,93,96,36,86,0.419,7,29,0.241,14,20,0.7,11,44,20,7,1,11,19,33,0.509
49,2014-15,PHI,W,107,96,39,86,0.453,10,27,0.37,19,25,0.76,11,53,27,8,4,10,24,42,0.492
48,2014-15,DEN,W,104,100,40,99,0.404,12,28,0.429,12,17,0.706,19,51,27,10,3,13,21,32,0.394
47,2014-15,NYK,W,108,97,42,77,0.545,6,24,0.25,18,23,0.783,11,39,23,6,0,15,11,28,0.679
46,2014-15,MIA,L,75,83,30,81,0.37,4,19,0.211,11,18,0.611,8,40,24,7,3,13,19,32,0.419
45,2014-15,HOU,L,87,93,32,90,0.356,7,24,0.292,16,23,0.696,14,48,14,8,5,11,23,34,0.379
44,2014-15,MIN,L,98,110,42,91,0.462,7,23,0.304,7,9,0.778,9,39,22,9,4,13,22,30,0.515
43,2014-15,UTA,W,99,90,35,74,0.473,8,19,0.421,21,23,0.913,5,37,18,8,3,14,15,32,0.491
42,2014-15,GSW,L,111,114,41,95,0.432,10,28,0.357,19,27,0.704,13,48,23,5,3,14,21,35,0.463
41,2014-15,DEN,W,100,99,37,75,0.493,9,21,0.429,17,27,0.63,8,41,20,8,6,14,24,33,0.519
40,2014-15,POR,W,90,89,39,87,0.448,7,19,0.368,5,7,0.714,10,47,23,8,5,16,19,37,0.471
39,2014-15,LAC,L,93,102,33,84,0.393,12,29,0.414,15,21,0.714,12,43,24,6,2,13,14,31,0.382
38,2014-15,CHI,L,103,119,42,85,0.494,5,16,0.313,14,16,0.875,11,45,29,5,4,13,16,34,0.536
37,2014-15,ATL,L,91,105,34,83,0.41,11,33,0.333,12,14,0.857,13,40,22,5,2,16,23,27,0.46
